id,name,description,color,layer,connections_count
"ministro-de-economia-e-depois-diretor-geral-da-corfo","Ministro de Economia
                        e
                        depois Diretor-Geral da CORFO","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"ministério-da-agricultura-urbana","Ministério da Agricultura Urbana","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"mintable","Mintable","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"mito","Mito:","Conceito extraído de: Recursos para Ação","#10b981",0,0
"miéville-c-2005-between-equal-rights-a-marxist-theory-of-international-law","Miéville, C. (2005). ""Between Equal Rights: A Marxist Theory of International
                        Law.""","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#ef4444",-1,0
"mobilização-de-massa-cria-contrapeso","Mobilização de massa cria contrapeso","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"modelo-de-sistema-viável-vsm","Modelo
                                de Sistema Viável (VSM)","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"modelo-capitalista-dominante","Modelo Capitalista (Dominante):","Conceito extraído de: Recursos para Ação","#ef4444",-1,0
"modelo-chinês-dragão-cibernético","Modelo Chinês (Dragão Cibernético):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"modelo-chinês-socialismo-de-vigilância-autoritarismo-de-vigilância","Modelo Chinês (Socialismo de Vigilância? Autoritarismo de Vigilância?):","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"modelo-cibernético-loop-recursivo","Modelo Cibernético (Loop Recursivo)","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"modelo-libertatório-necessário","Modelo Libertatório (Necessário):","Conceito extraído de: Recursos para Ação","#10b981",0,0
"modelo-literário-arco-dramático","Modelo Literário (Arco Dramático)","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"modelo-ocidental-capitalismo-de-vigilância","Modelo Ocidental (Capitalismo de Vigilância):","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#ef4444",-1,0
"modelo-pluriversal-em-construção","Modelo Pluriversal (Em Construção):","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"modelo-ubuntu-eu-sou-porque-nós-somos","Modelo Ubuntu (""Eu Sou Porque Nós
                                Somos"")","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"modelo-vale-do-silício","Modelo Vale do Silício:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"modelo-de-sistema-viável-vsm","Modelo de
                        Sistema Viável
                        (VSM)","Conceito extraído de: Capítulo 6: Cibernética — Controle, Comunicação e Sociedade","#10b981",0,0
"modelo-de-comportamento-de-fogg","Modelo de Comportamento de Fogg","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"modelo-de-sistema-viável-vsm","Modelo de Sistema
                        Viável (VSM)","Conceito extraído de: Capítulo 4: Economia Política — Desenvolvimento, Dependência e Periferia","#10b981",0,0
"modelo-de-sistema-viável-vsm","Modelo de Sistema Viável (VSM)","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"modelo-do-sistema-viável-vsm","Modelo do
                        Sistema Viável (VSM)","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"modelo-do-sistema-viável","Modelo do Sistema Viável","Conceito extraído de: Capítulo 19: Outros Experimentos e a Nova Fronteira do Planejamento","#10b981",0,0
"modelo-do-sistema-viável-vsm","Modelo do Sistema Viável (VSM):","Conceito extraído de: Capítulo 18: Projeto Cybersyn — A Cibernética com Cheiro de Vinho Tinto e Empanadas","#10b981",0,0
"modelo","Modelo:","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"modelos-de-financiamento-alternativos","Modelos de Financiamento Alternativos","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"moderação-continua-insustentável","Moderação continua insustentável","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"moderação-de-conteúdo","Moderação de conteúdo:","Conceito extraído de: Capítulo 31: O Fim da Era Ultrarracionalista: Fascismo Libertário, Neoliberalismo Progressista e
                    Outros
                    Modelos de Captura","#10b981",0,0
"moderação-rápida-minutos-não-dias-é-possível","Moderação rápida (minutos, não 
                        dias) é possível","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"mogobe-ramose","Mogobe Ramose","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"molly-white","Molly
                                White","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"momento-crucial","Momento crucial:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"monetização-de-plataformas-youtube-tiktok-kwai","Monetização de Plataformas (YouTube, TikTok, Kwai)","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"moneyball","Moneyball","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"moneyball","Moneyball:","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"moneyball-the-art-of-winning-an-unfair-game","Moneyball:
                                The Art of Winning an Unfair Game","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"monoculturas-da-mente","Monoculturas da
                        Mente","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"monoculturas-da-mente-perspectivas-da-biodiversidade-e-da-biotecnologia","Monoculturas da Mente: Perspectivas da Biodiversidade e da
                            Biotecnologia","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"monopólio-das-nuvens-2024","Monopólio das
                                nuvens
                                (2024):","Conceito extraído de: Capítulo 20: A Guerra das Redes: Geopolítica Cibernética, BRICS Pay e a Batalha pelos Meios de
                    Pagamento","#10b981",0,0
"montesquieu","Montesquieu","Conceito extraído de: Capítulo 32: A Democracia como Sistema Operacional — Bugs, Patches e um Novo Protocolo","#10b981",0,0
"more-brilliant-than-the-sun-adventures-in-sonic-fiction","More Brilliant Than the
                                Sun: Adventures in Sonic Fiction","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"more-brilliant-than-the-sun-adventures-in-sonic-fiction","More Brilliant Than the Sun: Adventures in Sonic Fiction","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"morozov-e-2013to-save-everything-click-here","Morozov, E. (2013).To Save Everything, Click Here.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"morozov-e-2019-digital-socialism-the-calculation-debate-in-the-age-of-big-datanew-left-review","Morozov, E. (2019). ""Digital Socialism? The Calculation Debate in the Age of Big Data.""New Left Review.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"morozov-e-&-bria-f-2018rethinking-the-smart-city-democratizing-urban-technology","Morozov, E., & Bria, F. (2018).Rethinking the Smart City: Democratizing Urban
                            Technology.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"morte-simbólica","Morte Simbólica:","Conceito extraído de: Capítulo 22: Necropolítica Digital e o Fascismo de Tela — A Máquina de Morte Algorítmica","#10b981",0,0
"motivação","Motivação:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
"mottainai","Mottainai","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"mounk-y-2018the-people-vs-democracy","Mounk, Y. (2018).The People vs. Democracy.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"movimento-slow-gaming","Movimento Slow Gaming","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"movimento-de-software-livre-aplicado-à-biologia","Movimento de software livre aplicado à
                        biologia:","Conceito extraído de: Capítulo 23: A Dupla Face da Cibernética: Controle e Libertação","#10b981",0,0
"muda-estrutura-ou-muda-discurso","Muda estrutura ou muda discurso?","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"mudança-de-registro","Mudança de registro:","Conceito extraído de: Capítulo 17: OGAS — A Internet Vermelha da União Soviética","#10b981",0,0
"mudar-cosmologia-sem-mudar-propriedade-=-idealismo","Mudar cosmologia sem mudar
                                propriedade = idealismo.","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"multi-stakeholder-cooperatives","Multi-Stakeholder Cooperatives:","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"multidão","Multidão","Conceito extraído de: Capítulo 9: Pós-Operaísmo e a Teoria da Multidão","#10b981",0,0
"multitude","Multitude","Conceito extraído de: Bibliografia Comentada — Cartografia para Expansão Rizomática","#10b981",0,0
"multitude-war-and-democracy-in-the-age-of-empire","Multitude: War and Democracy in the Age of Empire","Conceito extraído de: Capítulo 8: Trabalho Imaterial, Cognitivo e Afetivo","#10b981",0,0
"mutual-aid-networks","Mutual Aid Networks:","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"máquina-analítica","Máquina Analítica","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"máquina-diferencial","Máquina Diferencial","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"máquina-universal","Máquina Universal:","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"máquina-de-turing","Máquina de
                        Turing","Conceito extraído de: Capítulo 2: Introdução à Cibernética — Dos Primórdios aos Fundamentos","#10b981",0,0
"múltiplas-expertises-em-tensão-dialética","Múltiplas Expertises em Tensão Dialética","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"múltiplas-cosmotécnicas","Múltiplas cosmotécnicas","Conceito extraído de: Capítulo 28: Síntese das Cosmotécnicas Plurais — Ubuntu, Sumak Kawsay e a Revolução Digital
                    Decolonial","#10b981",0,0
"māyā-ilusão","Māyā (ilusão)","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"mūlamadhyamakakārikā","Mūlamadhyamakakārikā","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"nba","NBA","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"necropolítica-+-algoritmo-=-violência-computacional","NECROPOLÍTICA + ALGORITMO = Violência
                                Computacional","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"necropolítica-+-algoritmo-=-violência-computacional","NECROPOLÍTICA + ALGORITMO = Violência
                        Computacional","Conceito extraído de: A Revolução Cibernética","#10b981",0,0
"nfl","NFL","Conceito extraído de: Capítulo 15: O Corpo-Atleta na Arena Digital: A Plataformização dos Esportes e Esports","#10b981",0,0
"nft-non-fungible-token","NFT (Non-Fungible Token):","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"nfts-non-fungible-tokens","NFTs (Non-Fungible Tokens):","Conceito extraído de: Capítulo 12: Ciberfeminismo, Afrofuturismo e Ecossocialismo Digital","#10b981",0,0
"nfts-loot-boxes-descentralizadas","NFTs: Loot Boxes Descentralizadas","Conceito extraído de: Capítulo 14: A Engenharia do Vício: Jogos, Apostas e a Extração do Gozo","#10b981",0,0
"nova-matéria-transformada","NOVA MATÉRIA TRANSFORMADA","Conceito extraído de: Capítulo 29: A Arquitetura Invisível: Como a Comunicação Constrói, Espelha e Transforma a
                    Realidade","#10b981",0,0
"nvda-nonvisual-desktop-access","NVDA (NonVisual Desktop Access):","Conceito extraído de: Recursos para Ação","#10b981",0,0
"nyc-mesh","NYC Mesh","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"na-economia-de-plataforma","Na economia de plataforma:","Conceito extraído de: Capítulo 26: Nhandereko — O Modo de Ser Guarani como Alternativa ao Extrativismo Digital","#10b981",0,0
"nada-sobre-nós-sem-nós","Nada sobre nós sem nós","Conceito extraído de: Recursos para Ação","#10b981",0,0
"nagarjuna","Nagarjuna","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"nagle-a-2017kill-all-normies","Nagle, A. (2017).Kill All Normies.","Conceito extraído de: Guia de Leituras Complementares por Capítulo","#10b981",0,0
"nakamura-hajime","Nakamura, Hajime","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"nandy-ashis","Nandy, Ashis","Conceito extraído de: Capítulo 27: Epistemologias Orientais e a Crítica ao Extrativismo Digital","#10b981",0,0
"narrativa-neoliberal","Narrativa neoliberal:","Conceito extraído de: Capítulo 21: A Inserção Subordinada do Brasil na Globalização Digital","#10b981",0,0
